show_id,content,type,country,date_added,release_year,rating,duration,listed_in
s77,"Yowamushi Pedal nan Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima, Hiroki Yasumoto, Showtaro Morikubo, Kentaro Ito, Daisuke Kishio, Yoshitsugu Matsuoka, Junichi Suwabe, Ayaka Suwa, Megumi Han, Tomoaki Maeno, Tsubasa Yonaga, Tetsuya Kakihara, Satoshi Hino, Hiroyuki Yoshino, Atsushi Abe, Koji Yusa, Kouki Miyata, Hiro Shimono, Wataru Hatano, Yuichi Nakamura, Kenji Nojima, Mamoru Miyano, Daisuke Ono, Yuma Uchida, Jun Fukuyama A timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent.",TV Show,Japan,"September 14, 2021",2013,,1 Season,"Anime Series, International TV Shows"
s78,"Little Singham - Black Shadow Prakash Satam Sumriddhi Shukla, Jigna Bharadwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Annamaya Verma, Anamay Verma, Manoj Pandey Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal’s new evil plans! Can his inner strength help him defeat the enemy?",Movie,nan,"September 11, 2021",2021,,48 min,"Children & Family Movies, Comedies"
s79,"Tughlaq Durbar Delhiprasad Deenadayalan Vijay Sethupathi, Parthiban, Raashi Khanna A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.",Movie,nan,"September 11, 2021",2020,,145 min,"Comedies, Dramas, International Movies"
s80,"Tughlaq Durbar (Telugu) Delhiprasad Deenadayalan Vijay Sethupathi, Parthiban, Raashi Khanna A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.",Movie,nan,"September 11, 2021",2021,,145 min,"Comedies, Dramas, International Movies"
s81,"Firedrake the Silver Dragon Tomer Eshed Thomas Brodie-Sangster, Felicity Jones, Freddie Highmore, Patrick Stewart, Meera Syal, Sanjeev Bhaskar, Nonso Anozie When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",Movie,nan,"September 10, 2021",2021,,93 min,Children & Family Movies
s82,"Kate Cedric Nicolas-Troyan Mary Elizabeth Winstead, Jun Kunimura, Woody Harrelson, Tadanobu Asano, Miyavi, Michiel Huisman, Miku Martineau Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",Movie,United States,"September 10, 2021",2021,,106 min,Action & Adventure
s83,"Lucifer nan Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Scarlett Estevez, Rachael Harris, Aimee Garcia, Tricia Helfer, Tom Welling, Jeremiah W. Birkett, Pej Vahdat, Michael Gladis Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.",TV Show,United States,"September 10, 2021",2021,,6 Seasons,"Crime TV Shows, TV Comedies, TV Dramas"
s84,"Metal Shop Masters nan Jo Koy On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",TV Show,nan,"September 10, 2021",2021,,1 Season,Reality TV
s85,"Omo Ghetto: the Saga JJC Skillz, Funke Akindele Funke Akindele, Ayo Makun, Chioma Chukwuka Akpotha, Yemi Eberechi Alade, Blossom Chukwujekwu, Deyemi Okanlawon, Alexx Ekubo, Zubby Michael, Tina Mba, Femi Jacobs Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",Movie,Nigeria,"September 10, 2021",2020,,147 min,"Action & Adventure, Comedies, Dramas"
s86,"Pokémon Master Journeys: The Series nan Ikue Otani, Sarah Natochenny, Zeno Robinson, Cherami Leigh, James Carter Cathcart, Michele Knotz, Rodger Parsons, Ray Chase, Casey Mongillo, Tara Sands As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they're on a journey to adventure!",TV Show,nan,"September 10, 2021",2021,,1 Season,"Anime Series, Kids' TV"
s87,"Prey Thomas Sieben David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.",Movie,nan,"September 10, 2021",2021,,87 min,"International Movies, Thrillers"
s88,"Titipo Titipo nan Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.",TV Show,nan,"September 10, 2021",2019,,2 Seasons,"Kids' TV, Korean TV Shows"
s89,"Blood Brothers: Malcolm X & Muhammad Ali Marcus Clarke Malcolm X, Muhammad Ali From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",Movie,nan,"September 9, 2021",2021,,96 min,"Documentaries, Sports Movies"
s90,"Mighty Raju nan Julie Tejwani, Sabina Malik, Jigna Bhardwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Rajesh Kava Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!",TV Show,nan,"September 9, 2021",2017,,4 Seasons,Kids' TV
s91,"Paradise Hills Alice Waddington Emma Roberts, Danielle Macdonald, Awkwafina, Eiza González, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",Movie,"Spain, United States","September 9, 2021",2019,,95 min,"Sci-Fi & Fantasy, Thrillers"
s92,"The Women and the Murderer Mona Achache, Patricia Tourancheau nan This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.",Movie,France,"September 9, 2021",2021,,92 min,"Documentaries, International Movies"
s93,"Into the Night nan Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet Kurtuluş, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba Gaïa Kraghede Bellugi, Nabil Mallat Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.",TV Show,Belgium,"September 8, 2021",2021,,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries"
s94,"JJ+E Alexis Almström Elsa Öhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergström Terent, Josef Kadim, Yohannes Frezgi Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",Movie,nan,"September 8, 2021",2021,,91 min,"Dramas, International Movies, Romantic Movies"
s95,"Show Dogs Raja Gosnell Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.",Movie,"United Kingdom, United States","September 8, 2021",2018,,90 min,"Children & Family Movies, Comedies"
s97,"If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd Stephen Kijak Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",Movie,United States,"September 7, 2021",2018,,97 min,"Documentaries, Music & Musicals"
s98,"Kid Cosmic nan Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.",TV Show,United States,"September 7, 2021",2021,,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy"
s99,"Octonauts: Above & Beyond nan Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",TV Show,United Kingdom,"September 7, 2021",2021,,1 Season,"British TV Shows, Kids' TV"
s100,"On the Verge nan Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau, Mathieu Demy, Troy Garity, Timm Sharp, Giovanni Ribisi Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",TV Show,"France, United States","September 7, 2021",2021,,1 Season,"TV Comedies, TV Dramas"
s101,"Tobot Galaxy Detectives nan Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",TV Show,nan,"September 7, 2021",2019,,2 Seasons,Kids' TV
s102,"Untold: Breaking Point Chapman Way, Maclain Way nan Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",Movie,United States,"September 7, 2021",2021,,80 min,"Documentaries, Sports Movies"
s103,"Countdown: Inspiration4 Mission to Space Jason Hehir nan From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",TV Show,nan,"September 6, 2021",2021,,1 Season,"Docuseries, Science & Nature TV"
s104,"Shadow Parties Yemi Amodu Jide Kosoko, Omotola Jalade-Ekeinde, Yemi Blaq, Sola Sobowale, Ken Erics, Toyin Aimakhu, Segun Arinze, Jibola Dabo, Rotimi Salami, Pa Jimi Solanke, Rachael Okonkwo, Bassey Okon, Lucien Morgan, Magdalena Korpas A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.",Movie,nan,"September 6, 2021",2020,,117 min,"Dramas, International Movies, Thrillers"
s105,"Tayo the Little Bus nan Robyn Slade, Kami Desilets As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",TV Show,South Korea,"September 6, 2021",2016,,2 Seasons,"Kids' TV, Korean TV Shows"
s106,"Angamaly Diaries Lijo Jose Pellissery Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",Movie,India,"September 5, 2021",2017,,128 min,"Action & Adventure, Comedies, Dramas"
s107,"Bunk'd nan Peyton List, Karan Brar, Skai Jackson, Miranda May, Kevin G. Quinn, Nathan Arenas, Nina Lu The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.",TV Show,United States,"September 5, 2021",2021,,5 Seasons,"Kids' TV, TV Comedies"
s108,"A Champion Heart David de Vos Mandy Grace, David de Vos, Donna Rusch, Devan Key, Isabella Mancuso, Ariana Guido When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",Movie,United States,"September 4, 2021",2018,,90 min,"Children & Family Movies, Dramas"
s109,"Dive Club nan Aubri Ibrag, Sana'a Shaik, Miah Madden, Mercy Cornwall, Georgia-May Davis, Ryan Harrison, Josh Heuston, Alexander Grant On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",TV Show,Australia,"September 3, 2021",2021,,1 Season,"Kids' TV, TV Dramas, Teen TV Shows"
s110,"La casa de papel nan Úrsula Corberó, Itziar Ituño, Álvaro Morte, Paco Tous, Enrique Arce, Pedro Alonso, María Pedraza, Alba Flores, Miguel Herrán, Jaime Lorente, Esther Acebo, Darko Peric, Kiti Mánver Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.",TV Show,Spain,"September 3, 2021",2021,,5 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s111,"Money Heist: From Tokyo to Berlin Luis Alfaro, Javier Gómez Santander nan The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series.",TV Show,nan,"September 3, 2021",2021,,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows"
s112,"Sharkdog nan Liam Mitchell, Dee Bradley Baker, Grey Griffin, Josh McDermitt, Kari Wahlgren, Judy Alice Lee, Ali Mawji Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure.",TV Show,"United States, Singapore","September 3, 2021",2021,,1 Season,Kids' TV
s113,"Worth Sara Colangelo Michael Keaton, Stanley Tucci, Amy Ryan, Shunori Ramanathan, Ato Blankson-Wood, Tate Donovan, Laura Benanti, Chris Tardio In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.",Movie,nan,"September 3, 2021",2021,,119 min,Dramas
s114,"Afterlife of the Party Stephen Herek Victoria Justice, Midori Francis, Robyn Scott, Adam Garcia, Timothy Renouf, Gloria Garcia, Myfanwy Waring, Spencer Sutherland Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.",Movie,nan,"September 2, 2021",2021,,110 min,"Comedies, Romantic Movies"
s115,"Anjaam Rahul Rawail Madhuri Dixit, Shah Rukh Khan, Tinnu Anand, Johny Lever, Kalpana Iyer, Himani Shivpuri, Sudha Chandran, Beena, Kiran Kumar A wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.",Movie,India,"September 2, 2021",1994,,143 min,"Dramas, International Movies, Thrillers"
s116,"Bright Star Jane Campion Abbie Cornish, Ben Whishaw, Paul Schneider, Kerry Fox, Edie Martin, Thomas Brodie-Sangster, Claudie Blakley, Gerard Monaco, Antonia Campbell-Hughes, Samuel Roukin This drama details the passionate three-year romance between Romantic poet John Keats – who died tragically at age 25 – and his great love and muse.",Movie,"United Kingdom, Australia, France","September 2, 2021",2009,,119 min,"Dramas, Romantic Movies"
s117,"Dhanak Nagesh Kukunoor Krrish Chhabria, Hetal Gada, Vipin Sharma, Gulfam Khan, Suresh Menon, Vijay Maurya, Rajiv Lakshman, Ninad Kamat A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.",Movie,India,"September 2, 2021",2015,,114 min,"Comedies, Dramas, Independent Movies"
s118,Final Account Luke Holland nan This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.,Movie,"United Kingdom, United States","September 2, 2021",2021,,94 min,Documentaries
